close_code,breached_reason_code,contact_type,self_service,reopened,has_knowledge_article,reassignment_count,appl_tier,caller_vip,kcs_solution,days_to_resolve,user_dissatisfied,sla_breached,caller_is_employee,priority_is_4,company,group,application
No Resolution Action,,self-service,1,1,1,0.0,Gold,0,KB000010087072,7,1,1,1,1,C71708,G95717,A56894
Information Provided / Training,,self-service,1,0,1,2.0,Gold,0,KB000010087072,6,0,0,1,1,C71708,G95717,A56894
No Resolution Action,Complex Resolution,self-service,1,1,1,1.0,Gold,0,KB000010087072,9,1,1,1,1,C71708,G95717,A56894
No Resolution Action,Complex Resolution,self-service,1,1,0,0.0,Gold,0,,15,1,1,1,0,C71708,G95717,A56894
Information Provided / Training,,self-service,1,1,1,0.0,Gold,0,KB000010087072,3,1,1,1,0,C71708,G95717,A56894
Data Correction,,self-service,1,0,1,1.0,Gold,0,KB000010087072,2,0,0,1,0,C71708,G95717,A56894
Security Modification,,chat,1,0,0,1.0,Gold,0,,0,0,0,0,1,C49381,G15112,A58531
Security Modification,,self-service,1,0,0,1.0,Gold,0,,5,0,0,0,1,C49381,G15112,A17226
No Resolution Action,,self-service,1,0,0,1.0,Gold,0,,0,0,0,1,0,C49381,G72169,A17226
Information Provided / Training,,self-service,1,0,0,1.0,Gold,0,,1,0,0,0,0,C49381,G86963,A17226
No Resolution Action,3rd Party or External Event,self-service,1,1,0,1.0,Gold,0,,7,1,0,0,0,C49381,G81397,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010098145,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010087327,2,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,1.0,Gold,0,KB000010078242,4,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,1.0,Gold,0,KB000010171631,3,0,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,0.0,Gold,0,,2,1,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,0.0,Gold,0,,4,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010099354,1,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010098145,1,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010098145,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,2.0,Gold,0,,6,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010102938,0,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010099354,0,0,0,0,1,C49381,G48583,A17226
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010099915,0,0,0,1,1,C49381,G48583,A17226
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,0,2.0,Gold,0,,4,0,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,1,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010100183,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010096835,0,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010098145,3,0,0,0,1,C49381,G48583,A17226
Data Correction,,chat,1,0,0,1.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,2.0,Gold,0,KB000010099354,1,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,1,0.0,Gold,0,KB000010098145,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,0,1.0,Gold,0,,0,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Data Correction,,phone,0,0,0,1.0,Gold,0,,5,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,1.0,Gold,0,KB000010101373,4,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,2.0,Gold,0,KB000010094267,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010098145,0,0,0,0,0,C49381,G48583,A17226
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,1,0.0,Gold,0,KB000010098145,0,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010098145,0,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010103658,4,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010099354,1,0,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,4,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010101373,0,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010098145,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010101373,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010098145,0,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010099162,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,0.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010101357,1,0,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,1,0.0,Gold,0,KB000010098145,3,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010161798,3,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010098145,0,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,1.0,Gold,0,,4,0,0,1,1,C49381,G48583,A17226
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Data Correction,,chat,1,0,0,1.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010119092,0,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,6,0,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,0,C49381,G48583,A17226
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,4,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,2.0,Gold,0,KB000010119092,1,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010097966,1,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,5,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010119045,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010099354,0,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010099354,0,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,2.0,Gold,0,KB000010119045,1,0,0,1,1,C49381,G48583,A17226
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,3,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010119045,0,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,5,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010097130,1,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,0,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010160320,0,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,5,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,0,0,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,3,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,1.0,Gold,0,KB000010119188,1,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,1.0,Gold,0,KB000010080832,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,1,1,1.0,Gold,0,KB000010115938,3,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010099354,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,4,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010104591,0,0,0,1,1,C49381,G48583,A17226
Data Correction,,chat,1,0,0,2.0,Gold,0,,0,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,0.0,Gold,0,KB000010099354,0,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010091485,1,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010097130,1,1,0,1,0,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,0,1.0,Gold,0,,7,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,0,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,Customer Delay,self-service,1,0,0,1.0,Gold,0,,5,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,3,0,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,2.0,Gold,0,KB000010096363,1,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,1,0,0,1,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,1.0,Gold,0,KB000010099354,0,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010171631,1,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,2.0,Gold,0,,2,0,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010171631,5,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,2.0,Gold,0,KB000010171631,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,3,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,1.0,Gold,0,,3,0,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010099204,0,0,0,1,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C49381,G48583,A17226
Data Correction,,chat,1,0,0,4.0,Gold,0,,4,0,0,0,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010099354,3,0,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010094551,0,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010100194,2,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,2.0,Gold,0,,6,1,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,6,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010099354,3,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,6,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010101373,2,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010171631,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,0.0,Gold,0,KB000010102637,5,0,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,1,0.0,Gold,0,KB000010098145,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010161798,1,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,1,0,0.0,Gold,0,,3,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,3,0,0,1,0,C49381,G48583,A17226
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,4,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010099354,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010171631,4,1,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010101071,4,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,0.0,Gold,0,,5,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,2.0,Gold,0,KB000010101373,0,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010097966,1,0,0,1,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,3,0,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010171631,0,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010101373,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,4,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,4.0,Gold,0,KB000010099354,6,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010101373,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,2.0,Gold,0,KB000010102637,4,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010099354,2,0,0,1,1,C49381,G48583,A17226
Security Modification,,phone,0,0,1,1.0,Gold,0,KB000010103496,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,3,0,0,0,1,C49381,G48583,A17226
Security Modification,,chat,1,0,1,0.0,Gold,0,KB000010114285,7,0,0,1,1,C49381,G48583,A17226
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,Customer Delay,phone,0,0,0,1.0,Gold,0,,7,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,0,1.0,Gold,0,,4,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010099354,1,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010097130,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,0.0,Gold,0,KB000010099354,6,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010099354,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010080832,0,0,0,1,0,C49381,G48583,A17226
Data Correction,,chat,1,0,0,0.0,Gold,0,,6,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010099354,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010111100,1,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,1,1,0.0,Gold,0,KB000010099354,0,1,0,1,0,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,1.0,Gold,0,KB000010098427,3,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010099354,1,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010099354,0,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010119092,1,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,1.0,Gold,0,KB000010099354,0,0,0,0,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,0,C49381,G48583,A17226
Data Correction,,chat,1,0,0,0.0,Gold,0,,4,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,0,0,0,1,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,6,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010106212,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,1.0,Gold,0,,0,0,0,0,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010171631,0,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,1,1,1.0,Gold,0,KB000010091485,6,1,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010102880,0,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,2.0,Gold,0,KB000010099354,3,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,3,0,0,0,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010091485,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010091485,1,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010091485,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010098145,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010102460,2,0,0,0,0,C49381,G48583,A17226
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010099354,2,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,0.0,Gold,0,,4,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,1.0,Gold,0,KB000010099354,0,0,0,1,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,1.0,Gold,0,,1,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,1,0,1.0,Gold,0,,0,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,5,0,0,1,1,C49381,G48583,A17226
No Resolution Action,,self-service,1,1,0,0.0,Gold,0,,3,1,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010105699,1,0,0,0,1,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,3,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,1.0,Gold,0,,1,0,0,1,1,C49381,G48583,A17226
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,0,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010032170,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,1,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010107782,3,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,3.0,Gold,0,KB000010099354,3,0,0,0,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,7,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010091485,0,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,4,0,0,1,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010099354,2,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010099354,0,0,0,0,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,3.0,Gold,0,KB000010102637,4,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010101373,0,0,0,0,1,C49381,G48583,A17226
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,1,2.0,Gold,0,KB000010119188,0,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,phone,0,0,1,1.0,Gold,0,KB000010101373,1,0,0,1,1,C49381,G48583,A17226
Information Provided / Training,,chat,1,0,0,0.0,Gold,0,,3,0,0,1,0,C49381,G48583,A17226
Data Correction,,self-service,1,0,0,1.0,Gold,0,,3,0,0,0,1,C49381,G48583,A17226
